"subject","trial_order","seed","condition","id","truth","ans","A_pro","B_pro","A_state","B_state"
"dnaye2cpp",1,4,"reliable","exp1a_s4_NG_r","NG","NP","N","G","N","P"
"dnaye2cpp",2,11,"reliable","exp1a_s11_GN_r","GN","NP","G","N","N","P"
"dnaye2cpp",3,16,"reliable","exp1a_s16_PG_r","PG","PG","P","G","P","G"
"dnaye2cpp",4,2,"reliable","exp1a_s2_GN_r","GN","GP","G","N","G","P"
"dnaye2cpp",5,1,"reliable","exp1a_s1_GG_r","GG","GN","G","G","G","N"
"dnaye2cpp",6,14,"reliable","exp1a_s14_NN_r","NN","NP","N","N","N","P"
"dnaye2cpp",7,13,"reliable","exp1a_s13_NG_r","NG","GN","N","G","G","N"
"dnaye2cpp",8,3,"reliable","exp1a_s3_GP_r","GP","NN","G","P","N","N"
"dnaye2cpp",9,7,"reliable","exp1a_s7_PG_r","PG","NG","P","G","N","G"
"dnaye2cpp",10,17,"reliable","exp1a_s17_PN_r","PN","PN","P","N","P","N"
"dnaye2cpp",11,15,"reliable","exp1a_s15_NP_r","NP","NN","N","P","N","N"
"dnaye2cpp",12,18,"reliable","exp1a_s18_PP_r","PP","PP","P","P","P","P"
"dnaye2cpp",13,10,"reliable","exp1a_s10_GG_r","GG","NN","G","G","N","N"
"dnaye2cpp",14,8,"reliable","exp1a_s8_PN_r","PN","PN","P","N","P","N"
"dnaye2cpp",15,9,"reliable","exp1a_s9_PP_r","PP","PP","P","P","P","P"
"dnaye2cpp",16,5,"reliable","exp1a_s5_NN_r","NN","NP","N","N","N","P"
"dnaye2cpp",17,6,"reliable","exp1a_s6_NP_r","NP","NP","N","P","N","P"
"dnaye2cpp",18,12,"reliable","exp1a_s12_GP_r","GP","NP","G","P","N","P"
"niag2oupb",1,2,"reliable","exp1a_s2_GN_r","GN","GN","G","N","G","N"
"niag2oupb",2,3,"reliable","exp1a_s3_GP_r","GP","GP","G","P","G","P"
"niag2oupb",3,13,"reliable","exp1a_s13_NG_r","NG","GG","N","G","G","G"
"niag2oupb",4,17,"reliable","exp1a_s17_PN_r","PN","PG","P","N","P","G"
"niag2oupb",5,18,"reliable","exp1a_s18_PP_r","PP","PP","P","P","P","P"
"niag2oupb",6,1,"reliable","exp1a_s1_GG_r","GG","GG","G","G","G","G"
"niag2oupb",7,4,"reliable","exp1a_s4_NG_r","NG","GG","N","G","G","G"
"niag2oupb",8,6,"reliable","exp1a_s6_NP_r","NP","GP","N","P","G","P"
"niag2oupb",9,16,"reliable","exp1a_s16_PG_r","PG","GG","P","G","G","G"
"niag2oupb",10,9,"reliable","exp1a_s9_PP_r","PP","PP","P","P","P","P"
"niag2oupb",11,14,"reliable","exp1a_s14_NN_r","NN","GN","N","N","G","N"
"niag2oupb",12,15,"reliable","exp1a_s15_NP_r","NP","NP","N","P","N","P"
"niag2oupb",13,12,"reliable","exp1a_s12_GP_r","GP","GP","G","P","G","P"
"niag2oupb",14,11,"reliable","exp1a_s11_GN_r","GN","GN","G","N","G","N"
"niag2oupb",15,8,"reliable","exp1a_s8_PN_r","PN","NN","P","N","N","N"
"niag2oupb",16,5,"reliable","exp1a_s5_NN_r","NN","NN","N","N","N","N"
"niag2oupb",17,10,"reliable","exp1a_s10_GG_r","GG","GG","G","G","G","G"
"niag2oupb",18,7,"reliable","exp1a_s7_PG_r","PG","PG","P","G","P","G"
"cw64vutph",1,5,"reliable","exp1a_s5_NN_r","NN","NN","N","N","N","N"
"cw64vutph",2,12,"reliable","exp1a_s12_GP_r","GP","NP","G","P","N","P"
"cw64vutph",3,7,"reliable","exp1a_s7_PG_r","PG","PN","P","G","P","N"
"cw64vutph",4,14,"reliable","exp1a_s14_NN_r","NN","NN","N","N","N","N"
"cw64vutph",5,16,"reliable","exp1a_s16_PG_r","PG","PG","P","G","P","G"
"cw64vutph",6,11,"reliable","exp1a_s11_GN_r","GN","GN","G","N","G","N"
"cw64vutph",7,13,"reliable","exp1a_s13_NG_r","NG","PG","N","G","P","G"
"cw64vutph",8,15,"reliable","exp1a_s15_NP_r","NP","NP","N","P","N","P"
"cw64vutph",9,2,"reliable","exp1a_s2_GN_r","GN","GN","G","N","G","N"
"cw64vutph",10,6,"reliable","exp1a_s6_NP_r","NP","PP","N","P","P","P"
"cw64vutph",11,17,"reliable","exp1a_s17_PN_r","PN","PP","P","N","P","P"
"cw64vutph",12,4,"reliable","exp1a_s4_NG_r","NG","NN","N","G","N","N"
"cw64vutph",13,10,"reliable","exp1a_s10_GG_r","GG","GG","G","G","G","G"
"cw64vutph",14,3,"reliable","exp1a_s3_GP_r","GP","GP","G","P","G","P"
"cw64vutph",15,18,"reliable","exp1a_s18_PP_r","PP","PN","P","P","P","N"
"cw64vutph",16,1,"reliable","exp1a_s1_GG_r","GG","GG","G","G","G","G"
"cw64vutph",17,8,"reliable","exp1a_s8_PN_r","PN","PG","P","N","P","G"
"cw64vutph",18,9,"reliable","exp1a_s9_PP_r","PP","PP","P","P","P","P"
"j5apnv0m1",1,12,"unreliable","exp1a_s12_GP_u","GP","GN","G","P","G","N"
"j5apnv0m1",2,8,"unreliable","exp1a_s8_PN_u","PN","PG","P","N","P","G"
"j5apnv0m1",3,13,"unreliable","exp1a_s13_NG_u","NG","PG","N","G","P","G"
"j5apnv0m1",4,1,"unreliable","exp1a_s1_GG_u","GG","GG","G","G","G","G"
"j5apnv0m1",5,18,"unreliable","exp1a_s18_PP_u","PP","PP","P","P","P","P"
"j5apnv0m1",6,11,"unreliable","exp1a_s11_GN_u","GN","GN","G","N","G","N"
"j5apnv0m1",7,6,"unreliable","exp1a_s6_NP_u","NP","GG","N","P","G","G"
"j5apnv0m1",8,5,"unreliable","exp1a_s5_NN_u","NN","PN","N","N","P","N"
"j5apnv0m1",9,4,"unreliable","exp1a_s4_NG_u","NG","GG","N","G","G","G"
"j5apnv0m1",10,9,"unreliable","exp1a_s9_PP_u","PP","PG","P","P","P","G"
"j5apnv0m1",11,14,"unreliable","exp1a_s14_NN_u","NN","NP","N","N","N","P"
"j5apnv0m1",12,10,"unreliable","exp1a_s10_GG_u","GG","GG","G","G","G","G"
"j5apnv0m1",13,7,"unreliable","exp1a_s7_PG_u","PG","NG","P","G","N","G"
"j5apnv0m1",14,3,"unreliable","exp1a_s3_GP_u","GP","PP","G","P","P","P"
"j5apnv0m1",15,17,"unreliable","exp1a_s17_PN_u","PN","PG","P","N","P","G"
"j5apnv0m1",16,16,"unreliable","exp1a_s16_PG_u","PG","PN","P","G","P","N"
"j5apnv0m1",17,2,"unreliable","exp1a_s2_GN_u","GN","NG","G","N","N","G"
"j5apnv0m1",18,15,"unreliable","exp1a_s15_NP_u","NP","NP","N","P","N","P"
"o1azitfmf",1,7,"reliable","exp1a_s7_PN_r","PN","PN","P","N","P","N"
"o1azitfmf",2,3,"reliable","exp1a_s3_NG_r","NG","GG","N","G","G","G"
"o1azitfmf",3,13,"reliable","exp1a_s13_NN_r","NN","PP","N","N","P","P"
"o1azitfmf",4,12,"reliable","exp1a_s12_NG_r","NG","PP","N","G","P","P"
"o1azitfmf",5,16,"reliable","exp1a_s16_PN_r","PN","PP","P","N","P","P"
"o1azitfmf",6,10,"reliable","exp1a_s10_GN_r","GN","PP","G","N","P","P"
"o1azitfmf",7,4,"reliable","exp1a_s4_NN_r","NN","PP","N","N","P","P"
"o1azitfmf",8,8,"reliable","exp1a_s8_PP_r","PP","PP","P","P","P","P"
"o1azitfmf",9,6,"reliable","exp1a_s6_PG_r","PG","PP","P","G","P","P"
"o1azitfmf",10,2,"reliable","exp1a_s2_GP_r","GP","PP","G","P","P","P"
"o1azitfmf",11,15,"reliable","exp1a_s15_PG_r","PG","PP","P","G","P","P"
"o1azitfmf",12,11,"reliable","exp1a_s11_GP_r","GP","PP","G","P","P","P"
"o1azitfmf",13,18,"reliable","exp1a_s18_GG_r","GG","PP","G","G","P","P"
"o1azitfmf",14,14,"reliable","exp1a_s14_NP_r","NP","PP","N","P","P","P"
"o1azitfmf",15,17,"reliable","exp1a_s17_PP_r","PP","PP","P","P","P","P"
"o1azitfmf",16,5,"reliable","exp1a_s5_NP_r","NP","NP","N","P","N","P"
"o1azitfmf",17,9,"reliable","exp1a_s9_GG_r","GG","PP","G","G","P","P"
"o1azitfmf",18,1,"reliable","exp1a_s1_GN_r","GN","PP","G","N","P","P"
"yf6dd6np5",1,2,"unreliable","exp1a_s2_GP_u","GP","NP","G","P","N","P"
"yf6dd6np5",2,7,"unreliable","exp1a_s7_PN_u","PN","PP","P","N","P","P"
"yf6dd6np5",3,17,"unreliable","exp1a_s17_PP_u","PP","PP","P","P","P","P"
"yf6dd6np5",4,15,"unreliable","exp1a_s15_PG_u","PG","PG","P","G","P","G"
"yf6dd6np5",5,14,"unreliable","exp1a_s14_NP_u","NP","GN","N","P","G","N"
"yf6dd6np5",6,18,"unreliable","exp1a_s18_GG_u","GG","GG","G","G","G","G"
"yf6dd6np5",7,3,"unreliable","exp1a_s3_NG_u","NG","NG","N","G","N","G"
"yf6dd6np5",8,6,"unreliable","exp1a_s6_PG_u","PG","PG","P","G","P","G"
"yf6dd6np5",9,10,"unreliable","exp1a_s10_GN_u","GN","GN","G","N","G","N"
"yf6dd6np5",10,11,"unreliable","exp1a_s11_GP_u","GP","GP","G","P","G","P"
"yf6dd6np5",11,13,"unreliable","exp1a_s13_NN_u","NN","GN","N","N","G","N"
"yf6dd6np5",12,1,"unreliable","exp1a_s1_GN_u","GN","GG","G","N","G","G"
"yf6dd6np5",13,16,"unreliable","exp1a_s16_PN_u","PN","NN","P","N","N","N"
"yf6dd6np5",14,12,"unreliable","exp1a_s12_NG_u","NG","GG","N","G","G","G"
"yf6dd6np5",15,8,"unreliable","exp1a_s8_PP_u","PP","NP","P","P","N","P"
"yf6dd6np5",16,9,"unreliable","exp1a_s9_GG_u","GG","GG","G","G","G","G"
"yf6dd6np5",17,5,"unreliable","exp1a_s5_NP_u","NP","NP","N","P","N","P"
"yf6dd6np5",18,4,"unreliable","exp1a_s4_NN_u","NN","NN","N","N","N","N"
"l1aa19bpo",1,12,"reliable","exp1a_s12_PG_r","PG","PG","P","G","P","G"
"l1aa19bpo",2,7,"reliable","exp1a_s7_GN_r","GN","GG","G","N","G","G"
"l1aa19bpo",3,11,"reliable","exp1a_s11_NP_r","NP","PP","N","P","P","P"
"l1aa19bpo",4,14,"reliable","exp1a_s14_PP_r","PP","PP","P","P","P","P"
"l1aa19bpo",5,6,"reliable","exp1a_s6_GG_r","GG","GG","G","G","G","G"
"l1aa19bpo",6,2,"reliable","exp1a_s2_NP_r","NP","NN","N","P","N","N"
"l1aa19bpo",7,13,"reliable","exp1a_s13_PN_r","PN","PN","P","N","P","N"
"l1aa19bpo",8,1,"reliable","exp1a_s1_NN_r","NN","NG","N","N","N","G"
"l1aa19bpo",9,9,"reliable","exp1a_s9_NG_r","NG","NG","N","G","N","G"
"l1aa19bpo",10,8,"reliable","exp1a_s8_GP_r","GP","GP","G","P","G","P"
"l1aa19bpo",11,18,"reliable","exp1a_s18_NG_r","NG","NG","N","G","N","G"
"l1aa19bpo",12,16,"reliable","exp1a_s16_GN_r","GN","GN","G","N","G","N"
"l1aa19bpo",13,3,"reliable","exp1a_s3_PG_r","PG","NG","P","G","N","G"
"l1aa19bpo",14,15,"reliable","exp1a_s15_GG_r","GG","GG","G","G","G","G"
"l1aa19bpo",15,4,"reliable","exp1a_s4_PN_r","PN","PN","P","N","P","N"
"l1aa19bpo",16,10,"reliable","exp1a_s10_NN_r","NN","NP","N","N","N","P"
"l1aa19bpo",17,5,"reliable","exp1a_s5_PP_r","PP","PN","P","P","P","N"
"l1aa19bpo",18,17,"reliable","exp1a_s17_GP_r","GP","NN","G","P","N","N"
"la62rv1p6",1,16,"reliable","exp1a_s16_PP_r","PP","PP","P","P","P","P"
"la62rv1p6",2,17,"reliable","exp1a_s17_GG_r","GG","NG","G","G","N","G"
"la62rv1p6",3,10,"reliable","exp1a_s10_GP_r","GP","GP","G","P","G","P"
"la62rv1p6",4,15,"reliable","exp1a_s15_PN_r","PN","PN","P","N","P","N"
"la62rv1p6",5,2,"reliable","exp1a_s2_NG_r","NG","NG","N","G","N","G"
"la62rv1p6",6,9,"reliable","exp1a_s9_GN_r","GN","GN","G","N","G","N"
"la62rv1p6",7,3,"reliable","exp1a_s3_NN_r","NN","NN","N","N","N","N"
"la62rv1p6",8,18,"reliable","exp1a_s18_GN_r","GN","GG","G","N","G","G"
"la62rv1p6",9,11,"reliable","exp1a_s11_NG_r","NG","NG","N","G","N","G"
"la62rv1p6",10,6,"reliable","exp1a_s6_PN_r","PN","PN","P","N","P","N"
"la62rv1p6",11,8,"reliable","exp1a_s8_GG_r","GG","GG","G","G","G","G"
"la62rv1p6",12,4,"reliable","exp1a_s4_NP_r","NP","NP","N","P","N","P"
"la62rv1p6",13,5,"reliable","exp1a_s5_PG_r","PG","PG","P","G","P","G"
"la62rv1p6",14,7,"reliable","exp1a_s7_PP_r","PP","PP","P","P","P","P"
"la62rv1p6",15,13,"reliable","exp1a_s13_NP_r","NP","NP","N","P","N","P"
"la62rv1p6",16,12,"reliable","exp1a_s12_NN_r","NN","NN","N","N","N","N"
"la62rv1p6",17,1,"reliable","exp1a_s1_GP_r","GP","GP","G","P","G","P"
"la62rv1p6",18,14,"reliable","exp1a_s14_PG_r","PG","PG","P","G","P","G"
"556qfrpmq",1,11,"reliable","exp1a_s11_NP_r","NP","PP","N","P","P","P"
"556qfrpmq",2,6,"reliable","exp1a_s6_GG_r","GG","GG","G","G","G","G"
"556qfrpmq",3,18,"reliable","exp1a_s18_NG_r","NG","NG","N","G","N","G"
"556qfrpmq",4,15,"reliable","exp1a_s15_GG_r","GG","NG","G","G","N","G"
"556qfrpmq",5,2,"reliable","exp1a_s2_NP_r","NP","NP","N","P","N","P"
"556qfrpmq",6,3,"reliable","exp1a_s3_PG_r","PG","PG","P","G","P","G"
"556qfrpmq",7,9,"reliable","exp1a_s9_NG_r","NG","NG","N","G","N","G"
"556qfrpmq",8,12,"reliable","exp1a_s12_PG_r","PG","PG","P","G","P","G"
"556qfrpmq",9,5,"reliable","exp1a_s5_PP_r","PP","PP","P","P","P","P"
"556qfrpmq",10,10,"reliable","exp1a_s10_NN_r","NN","NN","N","N","N","N"
"556qfrpmq",11,8,"reliable","exp1a_s8_GP_r","GP","GN","G","P","G","N"
"556qfrpmq",12,13,"reliable","exp1a_s13_PN_r","PN","PN","P","N","P","N"
"556qfrpmq",13,7,"reliable","exp1a_s7_GN_r","GN","GN","G","N","G","N"
"556qfrpmq",14,17,"reliable","exp1a_s17_GP_r","GP","NN","G","P","N","N"
"556qfrpmq",15,4,"reliable","exp1a_s4_PN_r","PN","PN","P","N","P","N"
"556qfrpmq",16,1,"reliable","exp1a_s1_NN_r","NN","NN","N","N","N","N"
"556qfrpmq",17,16,"reliable","exp1a_s16_GN_r","GN","GG","G","N","G","G"
"556qfrpmq",18,14,"reliable","exp1a_s14_PP_r","PP","PP","P","P","P","P"
"cxa1ojrpg",1,8,"reliable","exp1a_s8_NP_r","NP","NP","N","P","N","P"
"cxa1ojrpg",2,14,"reliable","exp1a_s14_GP_r","GP","GN","G","P","G","N"
"cxa1ojrpg",3,10,"reliable","exp1a_s10_PN_r","PN","NN","P","N","N","N"
"cxa1ojrpg",4,12,"reliable","exp1a_s12_GG_r","GG","GG","G","G","G","G"
"cxa1ojrpg",5,5,"reliable","exp1a_s5_GP_r","GP","GN","G","P","G","N"
"cxa1ojrpg",6,6,"reliable","exp1a_s6_NG_r","NG","NG","N","G","N","G"
"cxa1ojrpg",7,9,"reliable","exp1a_s9_PG_r","PG","PG","P","G","P","G"
"cxa1ojrpg",8,1,"reliable","exp1a_s1_PN_r","PN","PN","P","N","P","N"
"cxa1ojrpg",9,4,"reliable","exp1a_s4_GN_r","GN","GN","G","N","G","N"
"cxa1ojrpg",10,7,"reliable","exp1a_s7_NN_r","NN","NN","N","N","N","N"
"cxa1ojrpg",11,17,"reliable","exp1a_s17_NP_r","NP","NP","N","P","N","P"
"cxa1ojrpg",12,3,"reliable","exp1a_s3_GG_r","GG","GG","G","G","G","G"
"cxa1ojrpg",13,2,"reliable","exp1a_s2_PP_r","PP","PP","P","P","P","P"
"cxa1ojrpg",14,16,"reliable","exp1a_s16_NN_r","NN","NN","N","N","N","N"
"cxa1ojrpg",15,13,"reliable","exp1a_s13_GN_r","GN","GN","G","N","G","N"
"cxa1ojrpg",16,11,"reliable","exp1a_s11_PP_r","PP","NP","P","P","N","P"
"cxa1ojrpg",17,18,"reliable","exp1a_s18_PG_r","PG","PG","P","G","P","G"
"cxa1ojrpg",18,15,"reliable","exp1a_s15_NG_r","NG","NG","N","G","N","G"
"g36h19jm1",1,17,"unreliable","exp1a_s17_NN_u","NN","NP","N","N","N","P"
"g36h19jm1",2,7,"unreliable","exp1a_s7_NG_u","NG","NG","N","G","N","G"
"g36h19jm1",3,5,"unreliable","exp1a_s5_GN_u","GN","GN","G","N","G","N"
"g36h19jm1",4,16,"unreliable","exp1a_s16_NG_u","NG","GG","N","G","G","G"
"g36h19jm1",5,12,"unreliable","exp1a_s12_PP_u","PP","PN","P","P","P","N"
"g36h19jm1",6,2,"unreliable","exp1a_s2_PN_u","PN","NN","P","N","N","N"
"g36h19jm1",7,8,"unreliable","exp1a_s8_NN_u","NN","GG","N","N","G","G"
"g36h19jm1",8,11,"unreliable","exp1a_s11_PN_u","PN","PG","P","N","P","G"
"g36h19jm1",9,10,"unreliable","exp1a_s10_PG_u","PG","PG","P","G","P","G"
"g36h19jm1",10,15,"unreliable","exp1a_s15_GP_u","GP","GP","G","P","G","P"
"g36h19jm1",11,1,"unreliable","exp1a_s1_PG_u","PG","PG","P","G","P","G"
"g36h19jm1",12,6,"unreliable","exp1a_s6_GP_u","GP","NN","G","P","N","N"
"g36h19jm1",13,13,"unreliable","exp1a_s13_GG_u","GG","GG","G","G","G","G"
"g36h19jm1",14,18,"unreliable","exp1a_s18_NP_u","NP","GP","N","P","G","P"
"g36h19jm1",15,3,"unreliable","exp1a_s3_PP_u","PP","NN","P","P","N","N"
"g36h19jm1",16,14,"unreliable","exp1a_s14_GN_u","GN","GN","G","N","G","N"
"g36h19jm1",17,4,"unreliable","exp1a_s4_GG_u","GG","GG","G","G","G","G"
"g36h19jm1",18,9,"unreliable","exp1a_s9_NP_u","NP","NN","N","P","N","N"
"ttaobzapu",1,4,"reliable","exp1a_s4_NP_r","NP","NG","N","P","N","G"
"ttaobzapu",2,9,"reliable","exp1a_s9_GN_r","GN","GN","G","N","G","N"
"ttaobzapu",3,15,"reliable","exp1a_s15_PN_r","PN","NG","P","N","N","G"
"ttaobzapu",4,8,"reliable","exp1a_s8_GG_r","GG","GG","G","G","G","G"
"ttaobzapu",5,7,"reliable","exp1a_s7_PP_r","PP","GN","P","P","G","N"
"ttaobzapu",6,10,"reliable","exp1a_s10_GP_r","GP","NG","G","P","N","G"
"ttaobzapu",7,14,"reliable","exp1a_s14_PG_r","PG","NG","P","G","N","G"
"ttaobzapu",8,11,"reliable","exp1a_s11_NG_r","NG","GN","N","G","G","N"
"ttaobzapu",9,13,"reliable","exp1a_s13_NP_r","NP","NG","N","P","N","G"
"ttaobzapu",10,18,"reliable","exp1a_s18_GN_r","GN","GN","G","N","G","N"
"ttaobzapu",11,3,"reliable","exp1a_s3_NN_r","NN","GN","N","N","G","N"
"ttaobzapu",12,16,"reliable","exp1a_s16_PP_r","PP","NG","P","P","N","G"
"ttaobzapu",13,12,"reliable","exp1a_s12_NN_r","NN","PG","N","N","P","G"
"ttaobzapu",14,1,"reliable","exp1a_s1_GP_r","GP","GN","G","P","G","N"
"ttaobzapu",15,2,"reliable","exp1a_s2_NG_r","NG","NG","N","G","N","G"
"ttaobzapu",16,5,"reliable","exp1a_s5_PG_r","PG","GN","P","G","G","N"
"ttaobzapu",17,17,"reliable","exp1a_s17_GG_r","GG","NN","G","G","N","N"
"ttaobzapu",18,6,"reliable","exp1a_s6_PN_r","PN","NG","P","N","N","G"
"77asgjmm1",1,6,"unreliable","exp1a_s6_GP_u","GP","PG","G","P","P","G"
"77asgjmm1",2,1,"unreliable","exp1a_s1_PG_u","PG","PP","P","G","P","P"
"77asgjmm1",3,12,"unreliable","exp1a_s12_PP_u","PP","PP","P","P","P","P"
"77asgjmm1",4,8,"unreliable","exp1a_s8_NN_u","NN","NN","N","N","N","N"
"77asgjmm1",5,9,"unreliable","exp1a_s9_NP_u","NP","NP","N","P","N","P"
"77asgjmm1",6,2,"unreliable","exp1a_s2_PN_u","PN","PP","P","N","P","P"
"77asgjmm1",7,5,"unreliable","exp1a_s5_GN_u","GN","NN","G","N","N","N"
"77asgjmm1",8,17,"unreliable","exp1a_s17_NN_u","NN","NP","N","N","N","P"
"77asgjmm1",9,16,"unreliable","exp1a_s16_NG_u","NG","GG","N","G","G","G"
"77asgjmm1",10,11,"unreliable","exp1a_s11_PN_u","PN","PP","P","N","P","P"
"77asgjmm1",11,7,"unreliable","exp1a_s7_NG_u","NG","NG","N","G","N","G"
"77asgjmm1",12,10,"unreliable","exp1a_s10_PG_u","PG","PG","P","G","P","G"
"77asgjmm1",13,13,"unreliable","exp1a_s13_GG_u","GG","GG","G","G","G","G"
"77asgjmm1",14,14,"unreliable","exp1a_s14_GN_u","GN","GP","G","N","G","P"
"77asgjmm1",15,4,"unreliable","exp1a_s4_GG_u","GG","NG","G","G","N","G"
"77asgjmm1",16,3,"unreliable","exp1a_s3_PP_u","PP","PP","P","P","P","P"
"77asgjmm1",17,15,"unreliable","exp1a_s15_GP_u","GP","GP","G","P","G","P"
"77asgjmm1",18,18,"unreliable","exp1a_s18_NP_u","NP","GG","N","P","G","G"
"yg6ybp3pm",1,16,"unreliable","exp1a_s16_GP_u","GP","GP","G","P","G","P"
"yg6ybp3pm",2,1,"unreliable","exp1a_s1_NP_u","NP","NP","N","P","N","P"
"yg6ybp3pm",3,15,"unreliable","exp1a_s15_GN_u","GN","GG","G","N","G","G"
"yg6ybp3pm",4,8,"unreliable","exp1a_s8_NG_u","NG","NG","N","G","N","G"
"yg6ybp3pm",5,9,"unreliable","exp1a_s9_NN_u","NN","PN","N","N","P","N"
"yg6ybp3pm",6,14,"unreliable","exp1a_s14_GG_u","GG","GG","G","G","G","G"
"yg6ybp3pm",7,11,"unreliable","exp1a_s11_PG_u","PG","PN","P","G","P","N"
"yg6ybp3pm",8,13,"unreliable","exp1a_s13_PP_u","PP","PP","P","P","P","P"
"yg6ybp3pm",9,3,"unreliable","exp1a_s3_PN_u","PN","PN","P","N","P","N"
"yg6ybp3pm",10,7,"unreliable","exp1a_s7_GP_u","GP","GP","G","P","G","P"
"yg6ybp3pm",11,4,"unreliable","exp1a_s4_PP_u","PP","PP","P","P","P","P"
"yg6ybp3pm",12,5,"unreliable","exp1a_s5_GG_u","GG","GG","G","G","G","G"
"yg6ybp3pm",13,18,"unreliable","exp1a_s18_NN_u","NN","NN","N","N","N","N"
"yg6ybp3pm",14,12,"unreliable","exp1a_s12_PN_u","PN","PN","P","N","P","N"
"yg6ybp3pm",15,10,"unreliable","exp1a_s10_NP_u","NP","PP","N","P","P","P"
"yg6ybp3pm",16,17,"unreliable","exp1a_s17_NG_u","NG","NG","N","G","N","G"
"yg6ybp3pm",17,2,"unreliable","exp1a_s2_PG_u","PG","PG","P","G","P","G"
"yg6ybp3pm",18,6,"unreliable","exp1a_s6_GN_u","GN","GN","G","N","G","N"
"g6axrfxmx",1,16,"reliable","exp1a_s16_PP_r","PP","NG","P","P","N","G"
"g6axrfxmx",2,17,"reliable","exp1a_s17_GG_r","GG","GN","G","G","G","N"
"g6axrfxmx",3,11,"reliable","exp1a_s11_NG_r","NG","GG","N","G","G","G"
"g6axrfxmx",4,1,"reliable","exp1a_s1_GP_r","GP","PN","G","P","P","N"
"g6axrfxmx",5,3,"reliable","exp1a_s3_NN_r","NN","PG","N","N","P","G"
"g6axrfxmx",6,2,"reliable","exp1a_s2_NG_r","NG","GN","N","G","G","N"
"g6axrfxmx",7,13,"reliable","exp1a_s13_NP_r","NP","NG","N","P","N","G"
"g6axrfxmx",8,15,"reliable","exp1a_s15_PN_r","PN","GG","P","N","G","G"
"g6axrfxmx",9,12,"reliable","exp1a_s12_NN_r","NN","GP","N","N","G","P"
"g6axrfxmx",10,7,"reliable","exp1a_s7_PP_r","PP","PN","P","P","P","N"
"g6axrfxmx",11,14,"reliable","exp1a_s14_PG_r","PG","GP","P","G","G","P"
"g6axrfxmx",12,10,"reliable","exp1a_s10_GP_r","GP","GN","G","P","G","N"
"g6axrfxmx",13,8,"reliable","exp1a_s8_GG_r","GG","GP","G","G","G","P"
"g6axrfxmx",14,9,"reliable","exp1a_s9_GN_r","GN","GG","G","N","G","G"
"g6axrfxmx",15,6,"reliable","exp1a_s6_PN_r","PN","GN","P","N","G","N"
"g6axrfxmx",16,18,"reliable","exp1a_s18_GN_r","GN","GN","G","N","G","N"
"g6axrfxmx",17,5,"reliable","exp1a_s5_PG_r","PG","PG","P","G","P","G"
"g6axrfxmx",18,4,"reliable","exp1a_s4_NP_r","NP","NN","N","P","N","N"
"1za8iwqpb",1,14,"unreliable","exp1a_s14_GP_u","GP","NP","G","P","N","P"
"1za8iwqpb",2,17,"unreliable","exp1a_s17_NP_u","NP","NP","N","P","N","P"
"1za8iwqpb",3,18,"unreliable","exp1a_s18_PG_u","PG","PN","P","G","P","N"
"1za8iwqpb",4,11,"unreliable","exp1a_s11_PP_u","PP","PP","P","P","P","P"
"1za8iwqpb",5,3,"unreliable","exp1a_s3_GG_u","GG","NN","G","G","N","N"
"1za8iwqpb",6,16,"unreliable","exp1a_s16_NN_u","NN","NN","N","N","N","N"
"1za8iwqpb",7,15,"unreliable","exp1a_s15_NG_u","NG","NG","N","G","N","G"
"1za8iwqpb",8,1,"unreliable","exp1a_s1_PN_u","PN","PN","P","N","P","N"
"1za8iwqpb",9,5,"unreliable","exp1a_s5_GP_u","GP","GP","G","P","G","P"
"1za8iwqpb",10,4,"unreliable","exp1a_s4_GN_u","GN","NN","G","N","N","N"
"1za8iwqpb",11,2,"unreliable","exp1a_s2_PP_u","PP","PP","P","P","P","P"
"1za8iwqpb",12,7,"unreliable","exp1a_s7_NN_u","NN","NN","N","N","N","N"
"1za8iwqpb",13,6,"unreliable","exp1a_s6_NG_u","NG","NN","N","G","N","N"
"1za8iwqpb",14,9,"unreliable","exp1a_s9_PG_u","PG","PN","P","G","P","N"
"1za8iwqpb",15,8,"unreliable","exp1a_s8_NP_u","NP","NP","N","P","N","P"
"1za8iwqpb",16,12,"unreliable","exp1a_s12_GG_u","GG","GG","G","G","G","G"
"1za8iwqpb",17,10,"unreliable","exp1a_s10_PN_u","PN","PN","P","N","P","N"
"1za8iwqpb",18,13,"unreliable","exp1a_s13_GN_u","GN","GN","G","N","G","N"
"e86hgcopw",1,13,"unreliable","exp1a_s13_PN_u","PN","PN","P","N","P","N"
"e86hgcopw",2,15,"unreliable","exp1a_s15_GG_u","GG","GG","G","G","G","G"
"e86hgcopw",3,14,"unreliable","exp1a_s14_PP_u","PP","PN","P","P","P","N"
"e86hgcopw",4,6,"unreliable","exp1a_s6_GG_u","GG","GG","G","G","G","G"
"e86hgcopw",5,7,"unreliable","exp1a_s7_GN_u","GN","GP","G","N","G","P"
"e86hgcopw",6,1,"unreliable","exp1a_s1_NN_u","NN","PN","N","N","P","N"
"e86hgcopw",7,12,"unreliable","exp1a_s12_PG_u","PG","PG","P","G","P","G"
"e86hgcopw",8,8,"unreliable","exp1a_s8_GP_u","GP","GP","G","P","G","P"
"e86hgcopw",9,3,"unreliable","exp1a_s3_PG_u","PG","PG","P","G","P","G"
