"subject","trial_order","seed","condition","id","truth","ans","A_pro","B_pro","A_state","B_state"
"mcakpq6p8",4,10,"unreliable","exp1a_s10_NG_u","NG","NG","N","G","N","G"
"mcakpq6p8",5,17,"unreliable","exp1a_s17_GN_u","GN","GN","G","N","G","N"
"mcakpq6p8",6,18,"unreliable","exp1a_s18_GP_u","GP","GP","G","P","G","P"
"mcakpq6p8",7,14,"unreliable","exp1a_s14_PN_u","PN","PN","P","N","P","N"
"mcakpq6p8",8,9,"unreliable","exp1a_s9_GP_u","GP","GP","G","P","G","P"
"mcakpq6p8",9,5,"unreliable","exp1a_s5_PN_u","PN","PN","P","N","P","N"
"mcakpq6p8",10,4,"unreliable","exp1a_s4_PG_u","PG","NG","P","G","N","G"
"mcakpq6p8",11,6,"unreliable","exp1a_s6_PP_u","PP","PP","P","P","P","P"
"mcakpq6p8",12,12,"unreliable","exp1a_s12_NP_u","NP","NP","N","P","N","P"
"mcakpq6p8",13,13,"unreliable","exp1a_s13_PG_u","PG","PG","P","G","P","G"
"mcakpq6p8",14,15,"unreliable","exp1a_s15_PP_u","PP","PG","P","P","P","G"
"mcakpq6p8",15,1,"unreliable","exp1a_s1_NG_u","NG","NG","N","G","N","G"
"mcakpq6p8",16,8,"unreliable","exp1a_s8_GN_u","GN","GN","G","N","G","N"
"mcakpq6p8",17,3,"unreliable","exp1a_s3_NP_u","NP","NN","N","P","N","N"
"mcakpq6p8",18,2,"unreliable","exp1a_s2_NN_u","NN","NN","N","N","N","N"
"h4a0ku6p4",1,13,"reliable","exp1a_s13_GN_r","GN","NG","G","N","N","G"
"h4a0ku6p4",2,14,"reliable","exp1a_s14_GP_r","GP","PG","G","P","P","G"
"h4a0ku6p4",3,10,"reliable","exp1a_s10_PN_r","PN","NN","P","N","N","N"
"h4a0ku6p4",4,17,"reliable","exp1a_s17_NP_r","NP","NG","N","P","N","G"
"h4a0ku6p4",5,18,"reliable","exp1a_s18_PG_r","PG","GN","P","G","G","N"
"h4a0ku6p4",6,3,"reliable","exp1a_s3_GG_r","GG","NG","G","G","N","G"
"h4a0ku6p4",7,5,"reliable","exp1a_s5_GP_r","GP","GN","G","P","G","N"
"h4a0ku6p4",8,7,"reliable","exp1a_s7_NN_r","NN","NG","N","N","N","G"
"h4a0ku6p4",9,4,"reliable","exp1a_s4_GN_r","GN","GN","G","N","G","N"
"h4a0ku6p4",10,11,"reliable","exp1a_s11_PP_r","PP","GG","P","P","G","G"
"h4a0ku6p4",11,9,"reliable","exp1a_s9_PG_r","PG","GG","P","G","G","G"
"h4a0ku6p4",12,2,"reliable","exp1a_s2_PP_r","PP","GN","P","P","G","N"
"h4a0ku6p4",13,15,"reliable","exp1a_s15_NG_r","NG","NG","N","G","N","G"
"h4a0ku6p4",14,12,"reliable","exp1a_s12_GG_r","GG","PG","G","G","P","G"
"h4a0ku6p4",15,1,"reliable","exp1a_s1_PN_r","PN","GG","P","N","G","G"
"h4a0ku6p4",16,8,"reliable","exp1a_s8_NP_r","NP","GP","N","P","G","P"
"h4a0ku6p4",17,6,"reliable","exp1a_s6_NG_r","NG","NG","N","G","N","G"
"h4a0ku6p4",18,16,"reliable","exp1a_s16_NN_r","NN","NG","N","N","N","G"
"wca39t1pv",1,3,"unreliable","exp1a_s3_PP_u","PP","PN","P","P","P","N"
"wca39t1pv",2,18,"unreliable","exp1a_s18_NP_u","NP","NP","N","P","N","P"
"wca39t1pv",3,12,"unreliable","exp1a_s12_PP_u","PP","NN","P","P","N","N"
"wca39t1pv",4,1,"unreliable","exp1a_s1_PG_u","PG","NG","P","G","N","G"
"wca39t1pv",5,17,"unreliable","exp1a_s17_NN_u","NN","NN","N","N","N","N"
"wca39t1pv",6,7,"unreliable","exp1a_s7_NG_u","NG","NG","N","G","N","G"
"wca39t1pv",7,10,"unreliable","exp1a_s10_PG_u","PG","PN","P","G","P","N"
"wca39t1pv",8,6,"unreliable","exp1a_s6_GP_u","GP","NP","G","P","N","P"
"wca39t1pv",9,13,"unreliable","exp1a_s13_GG_u","GG","GN","G","G","G","N"
"wca39t1pv",10,11,"unreliable","exp1a_s11_PN_u","PN","PN","P","N","P","N"
"wca39t1pv",11,9,"unreliable","exp1a_s9_NP_u","NP","PN","N","P","P","N"
"wca39t1pv",12,16,"unreliable","exp1a_s16_NG_u","NG","NG","N","G","N","G"
"wca39t1pv",13,5,"unreliable","exp1a_s5_GN_u","GN","NN","G","N","N","N"
"wca39t1pv",14,4,"unreliable","exp1a_s4_GG_u","GG","GG","G","G","G","G"
"wca39t1pv",15,2,"unreliable","exp1a_s2_PN_u","PN","NN","P","N","N","N"
"wca39t1pv",16,8,"unreliable","exp1a_s8_NN_u","NN","GN","N","N","G","N"
"wca39t1pv",17,14,"unreliable","exp1a_s14_GN_u","GN","GG","G","N","G","G"
"wca39t1pv",18,15,"unreliable","exp1a_s15_GP_u","GP","GP","G","P","G","P"
"0laspm4pi",1,10,"reliable","exp1a_s10_GN_r","GN","GG","G","N","G","G"
"0laspm4pi",2,12,"reliable","exp1a_s12_NG_r","NG","NG","N","G","N","G"
"0laspm4pi",3,8,"reliable","exp1a_s8_PP_r","PP","PN","P","P","P","N"
"0laspm4pi",4,7,"reliable","exp1a_s7_PN_r","PN","NP","P","N","N","P"
"0laspm4pi",5,18,"reliable","exp1a_s18_GG_r","GG","PG","G","G","P","G"
"0laspm4pi",6,14,"reliable","exp1a_s14_NP_r","NP","PN","N","P","P","N"
"0laspm4pi",7,11,"reliable","exp1a_s11_GP_r","GP","GP","G","P","G","P"
"0laspm4pi",8,5,"reliable","exp1a_s5_NP_r","NP","PP","N","P","P","P"
"0laspm4pi",9,4,"reliable","exp1a_s4_NN_r","NN","PP","N","N","P","P"
"0laspm4pi",10,1,"reliable","exp1a_s1_GN_r","GN","GN","G","N","G","N"
"0laspm4pi",11,17,"reliable","exp1a_s17_PP_r","PP","NN","P","P","N","N"
"0laspm4pi",12,15,"reliable","exp1a_s15_PG_r","PG","GG","P","G","G","G"
"0laspm4pi",13,2,"reliable","exp1a_s2_GP_r","GP","GN","G","P","G","N"
"0laspm4pi",14,3,"reliable","exp1a_s3_NG_r","NG","PG","N","G","P","G"
"0laspm4pi",15,9,"reliable","exp1a_s9_GG_r","GG","GG","G","G","G","G"
"0laspm4pi",16,13,"reliable","exp1a_s13_NN_r","NN","PN","N","N","P","N"
"0laspm4pi",17,6,"reliable","exp1a_s6_PG_r","PG","NG","P","G","N","G"
"0laspm4pi",18,16,"reliable","exp1a_s16_PN_r","PN","PN","P","N","P","N"
"k6a6ol3m3",1,2,"reliable","exp1a_s2_NN_r","NN","PN","N","N","P","N"
"k6a6ol3m3",2,1,"reliable","exp1a_s1_NG_r","NG","GP","N","G","G","P"
"k6a6ol3m3",3,8,"reliable","exp1a_s8_GN_r","GN","GN","G","N","G","N"
"k6a6ol3m3",4,6,"reliable","exp1a_s6_PP_r","PP","PN","P","P","P","N"
"k6a6ol3m3",5,5,"reliable","exp1a_s5_PN_r","PN","GP","P","N","G","P"
"k6a6ol3m3",6,12,"reliable","exp1a_s12_NP_r","NP","GG","N","P","G","G"
"k6a6ol3m3",7,17,"reliable","exp1a_s17_GN_r","GN","NG","G","N","N","G"
"k6a6ol3m3",8,16,"reliable","exp1a_s16_GG_r","GG","GN","G","G","G","N"
"k6a6ol3m3",9,3,"reliable","exp1a_s3_NP_r","NP","GN","N","P","G","N"
"k6a6ol3m3",10,13,"reliable","exp1a_s13_PG_r","PG","GN","P","G","G","N"
"k6a6ol3m3",11,7,"reliable","exp1a_s7_GG_r","GG","GG","G","G","G","G"
"k6a6ol3m3",12,9,"reliable","exp1a_s9_GP_r","GP","GG","G","P","G","G"
"k6a6ol3m3",13,14,"reliable","exp1a_s14_PN_r","PN","PN","P","N","P","N"
"k6a6ol3m3",14,15,"reliable","exp1a_s15_PP_r","PP","NG","P","P","N","G"
"k6a6ol3m3",15,18,"reliable","exp1a_s18_GP_r","GP","NP","G","P","N","P"
"k6a6ol3m3",16,10,"reliable","exp1a_s10_NG_r","NG","GG","N","G","G","G"
"k6a6ol3m3",17,11,"reliable","exp1a_s11_NN_r","NN","GN","N","N","G","N"
"k6a6ol3m3",18,4,"reliable","exp1a_s4_PG_r","PG","GG","P","G","G","G"
"ez6278hpk",1,1,"reliable","exp1a_s1_NP_r","NP","NG","N","P","N","G"
"ez6278hpk",2,8,"reliable","exp1a_s8_NG_r","NG","PG","N","G","P","G"
"ez6278hpk",3,15,"reliable","exp1a_s15_GN_r","GN","GN","G","N","G","N"
"ez6278hpk",4,4,"reliable","exp1a_s4_PP_r","PP","PP","P","P","P","P"
"ez6278hpk",5,6,"reliable","exp1a_s6_GN_r","GN","GN","G","N","G","N"
"ez6278hpk",6,17,"reliable","exp1a_s17_NG_r","NG","GP","N","G","G","P"
"ez6278hpk",7,3,"reliable","exp1a_s3_PN_r","PN","PG","P","N","P","G"
"ez6278hpk",8,16,"reliable","exp1a_s16_GP_r","GP","GP","G","P","G","P"
"ez6278hpk",9,13,"reliable","exp1a_s13_PP_r","PP","PG","P","P","P","G"
"ez6278hpk",10,2,"reliable","exp1a_s2_PG_r","PG","NP","P","G","N","P"
"ez6278hpk",11,18,"reliable","exp1a_s18_NN_r","NN","PG","N","N","P","G"
"ez6278hpk",12,12,"reliable","exp1a_s12_PN_r","PN","PG","P","N","P","G"
"ez6278hpk",13,14,"reliable","exp1a_s14_GG_r","GG","PG","G","G","P","G"
"ez6278hpk",14,9,"reliable","exp1a_s9_NN_r","NN","GP","N","N","G","P"
"ez6278hpk",15,5,"reliable","exp1a_s5_GG_r","GG","NN","G","G","N","N"
"ez6278hpk",16,7,"reliable","exp1a_s7_GP_r","GP","PG","G","P","P","G"
"ez6278hpk",17,11,"reliable","exp1a_s11_PG_r","PG","PP","P","G","P","P"
"ez6278hpk",18,10,"reliable","exp1a_s10_NP_r","NP","NN","N","P","N","N"
"3qajihbp1",1,6,"reliable","exp1a_s6_PG_r","PG","PG","P","G","P","G"
"3qajihbp1",2,9,"reliable","exp1a_s9_GG_r","GG","NG","G","G","N","G"
"3qajihbp1",3,13,"reliable","exp1a_s13_NN_r","NN","NN","N","N","N","N"
"3qajihbp1",4,8,"reliable","exp1a_s8_PP_r","PP","PN","P","P","P","N"
"3qajihbp1",5,14,"reliable","exp1a_s14_NP_r","NP","GP","N","P","G","P"
"3qajihbp1",6,3,"reliable","exp1a_s3_NG_r","NG","NG","N","G","N","G"
"3qajihbp1",7,4,"reliable","exp1a_s4_NN_r","NN","NN","N","N","N","N"
"3qajihbp1",8,16,"reliable","exp1a_s16_PN_r","PN","GP","P","N","G","P"
"3qajihbp1",9,2,"reliable","exp1a_s2_GP_r","GP","GN","G","P","G","N"
"3qajihbp1",10,17,"reliable","exp1a_s17_PP_r","PP","PP","P","P","P","P"
"3qajihbp1",11,1,"reliable","exp1a_s1_GN_r","GN","GN","G","N","G","N"
"3qajihbp1",12,12,"reliable","exp1a_s12_NG_r","NG","NG","N","G","N","G"
"3qajihbp1",13,10,"reliable","exp1a_s10_GN_r","GN","GN","G","N","G","N"
"3qajihbp1",14,5,"reliable","exp1a_s5_NP_r","NP","GP","N","P","G","P"
"3qajihbp1",15,7,"reliable","exp1a_s7_PN_r","PN","GN","P","N","G","N"
"3qajihbp1",16,18,"reliable","exp1a_s18_GG_r","GG","GG","G","G","G","G"
"3qajihbp1",17,15,"reliable","exp1a_s15_PG_r","PG","PG","P","G","P","G"
"3qajihbp1",18,11,"reliable","exp1a_s11_GP_r","GP","GP","G","P","G","P"
"qna1e4dm4",1,8,"reliable","exp1a_s8_PP_r","PP","GP","P","P","G","P"
"qna1e4dm4",2,6,"reliable","exp1a_s6_PG_r","PG","PG","P","G","P","G"
"qna1e4dm4",3,7,"reliable","exp1a_s7_PN_r","PN","NG","P","N","N","G"
"qna1e4dm4",4,5,"reliable","exp1a_s5_NP_r","NP","GN","N","P","G","N"
"qna1e4dm4",5,10,"reliable","exp1a_s10_GN_r","GN","PG","G","N","P","G"
"qna1e4dm4",6,4,"reliable","exp1a_s4_NN_r","NN","GP","N","N","G","P"
"qna1e4dm4",7,18,"reliable","exp1a_s18_GG_r","GG","PG","G","G","P","G"
"qna1e4dm4",8,17,"reliable","exp1a_s17_PP_r","PP","NN","P","P","N","N"
"qna1e4dm4",9,2,"reliable","exp1a_s2_GP_r","GP","GP","G","P","G","P"
"qna1e4dm4",10,3,"reliable","exp1a_s3_NG_r","NG","NG","N","G","N","G"
"qna1e4dm4",11,14,"reliable","exp1a_s14_NP_r","NP","GN","N","P","G","N"
"qna1e4dm4",12,13,"reliable","exp1a_s13_NN_r","NN","GN","N","N","G","N"
"qna1e4dm4",13,1,"reliable","exp1a_s1_GN_r","GN","GN","G","N","G","N"
"qna1e4dm4",14,9,"reliable","exp1a_s9_GG_r","GG","PG","G","G","P","G"
"qna1e4dm4",15,15,"reliable","exp1a_s15_PG_r","PG","GP","P","G","G","P"
"qna1e4dm4",16,12,"reliable","exp1a_s12_NG_r","NG","GN","N","G","G","N"
"qna1e4dm4",17,16,"reliable","exp1a_s16_PN_r","PN","NN","P","N","N","N"
"qna1e4dm4",18,11,"reliable","exp1a_s11_GP_r","GP","GN","G","P","G","N"
"iyafmxopx",1,3,"reliable","exp1a_s3_PP_r","PP","PN","P","P","P","N"
"iyafmxopx",2,9,"reliable","exp1a_s9_NP_r","NP","NN","N","P","N","N"
"iyafmxopx",3,15,"reliable","exp1a_s15_GP_r","GP","GN","G","P","G","N"
"iyafmxopx",4,10,"reliable","exp1a_s10_PG_r","PG","PG","P","G","P","G"
"iyafmxopx",5,11,"reliable","exp1a_s11_PN_r","PN","NN","P","N","N","N"
"iyafmxopx",6,6,"reliable","exp1a_s6_GP_r","GP","PP","G","P","P","P"
"iyafmxopx",7,4,"reliable","exp1a_s4_GG_r","GG","GG","G","G","G","G"
"iyafmxopx",8,5,"reliable","exp1a_s5_GN_r","GN","NG","G","N","N","G"
"iyafmxopx",9,17,"reliable","exp1a_s17_NN_r","NN","PN","N","N","P","N"
"iyafmxopx",10,14,"reliable","exp1a_s14_GN_r","GN","GG","G","N","G","G"
"iyafmxopx",11,7,"reliable","exp1a_s7_NG_r","NG","PG","N","G","P","G"
"iyafmxopx",12,13,"reliable","exp1a_s13_GG_r","GG","GG","G","G","G","G"
"iyafmxopx",13,8,"reliable","exp1a_s8_NN_r","NN","NP","N","N","N","P"
"iyafmxopx",14,12,"reliable","exp1a_s12_PP_r","PP","PN","P","P","P","N"
"iyafmxopx",15,16,"reliable","exp1a_s16_NG_r","NG","NG","N","G","N","G"
"iyafmxopx",16,18,"reliable","exp1a_s18_NP_r","NP","PP","N","P","P","P"
"iyafmxopx",17,2,"reliable","exp1a_s2_PN_r","PN","NP","P","N","N","P"
"iyafmxopx",18,1,"reliable","exp1a_s1_PG_r","PG","PG","P","G","P","G"
"blaegsrm0",1,1,"unreliable","exp1a_s1_GN_u","GN","GN","G","N","G","N"
"blaegsrm0",2,11,"unreliable","exp1a_s11_GP_u","GP","NP","G","P","N","P"
"blaegsrm0",3,5,"unreliable","exp1a_s5_NP_u","NP","NP","N","P","N","P"
"blaegsrm0",4,3,"unreliable","exp1a_s3_NG_u","NG","NN","N","G","N","N"
"blaegsrm0",5,2,"unreliable","exp1a_s2_GP_u","GP","NP","G","P","N","P"
"blaegsrm0",6,9,"unreliable","exp1a_s9_GG_u","GG","GG","G","G","G","G"
"blaegsrm0",7,16,"unreliable","exp1a_s16_PN_u","PN","PG","P","N","P","G"
"blaegsrm0",8,17,"unreliable","exp1a_s17_PP_u","PP","PP","P","P","P","P"
"blaegsrm0",9,12,"unreliable","exp1a_s12_NG_u","NG","NG","N","G","N","G"
"blaegsrm0",10,8,"unreliable","exp1a_s8_PP_u","PP","PP","P","P","P","P"
"blaegsrm0",11,14,"unreliable","exp1a_s14_NP_u","NP","GP","N","P","G","P"
"blaegsrm0",12,10,"unreliable","exp1a_s10_GN_u","GN","NN","G","N","N","N"
"blaegsrm0",13,4,"unreliable","exp1a_s4_NN_u","NN","NN","N","N","N","N"
"blaegsrm0",14,7,"unreliable","exp1a_s7_PN_u","PN","NN","P","N","N","N"
"blaegsrm0",15,6,"unreliable","exp1a_s6_PG_u","PG","PG","P","G","P","G"
"blaegsrm0",16,13,"unreliable","exp1a_s13_NN_u","NN","NN","N","N","N","N"
"blaegsrm0",17,15,"unreliable","exp1a_s15_PG_u","PG","PG","P","G","P","G"
"blaegsrm0",18,18,"unreliable","exp1a_s18_GG_u","GG","GG","G","G","G","G"
"9m6989ymq",1,7,"unreliable","exp1a_s7_GP_u","GP","NN","G","P","N","N"
"9m6989ymq",2,18,"unreliable","exp1a_s18_NN_u","NN","PP","N","N","P","P"
"9m6989ymq",3,15,"unreliable","exp1a_s15_GN_u","GN","GG","G","N","G","G"
"9m6989ymq",4,10,"unreliable","exp1a_s10_NP_u","NP","PP","N","P","P","P"
"9m6989ymq",5,4,"unreliable","exp1a_s4_PP_u","PP","NN","P","P","N","N"
"9m6989ymq",6,3,"unreliable","exp1a_s3_PN_u","PN","GG","P","N","G","G"
"9m6989ymq",7,8,"unreliable","exp1a_s8_NG_u","NG","GG","N","G","G","G"
"9m6989ymq",8,12,"unreliable","exp1a_s12_PN_u","PN","PP","P","N","P","P"
"9m6989ymq",9,17,"unreliable","exp1a_s17_NG_u","NG","GG","N","G","G","G"
"9m6989ymq",10,6,"unreliable","exp1a_s6_GN_u","GN","NN","G","N","N","N"
"9m6989ymq",11,13,"unreliable","exp1a_s13_PP_u","PP","PP","P","P","P","P"
"9m6989ymq",12,1,"unreliable","exp1a_s1_NP_u","NP","NN","N","P","N","N"
"9m6989ymq",13,11,"unreliable","exp1a_s11_PG_u","PG","GG","P","G","G","G"
"9m6989ymq",14,9,"unreliable","exp1a_s9_NN_u","NN","PP","N","N","P","P"
"9m6989ymq",15,2,"unreliable","exp1a_s2_PG_u","PG","GG","P","G","G","G"
"9m6989ymq",16,5,"unreliable","exp1a_s5_GG_u","GG","GG","G","G","G","G"
"9m6989ymq",17,16,"unreliable","exp1a_s16_GP_u","GP","PP","G","P","P","P"
"9m6989ymq",18,14,"unreliable","exp1a_s14_GG_u","GG","GG","G","G","G","G"
"fa65wyapf",1,13,"unreliable","exp1a_s13_NP_u","NP","NG","N","P","N","G"
"fa65wyapf",2,9,"unreliable","exp1a_s9_GN_u","GN","NG","G","N","N","G"
"fa65wyapf",3,4,"unreliable","exp1a_s4_NP_u","NP","GN","N","P","G","N"
"fa65wyapf",4,8,"unreliable","exp1a_s8_GG_u","GG","GN","G","G","G","N"
"fa65wyapf",5,12,"unreliable","exp1a_s12_NN_u","NN","NG","N","N","N","G"
"fa65wyapf",6,1,"unreliable","exp1a_s1_GP_u","GP","GN","G","P","G","N"
"fa65wyapf",7,6,"unreliable","exp1a_s6_PN_u","PN","GN","P","N","G","N"
"fa65wyapf",8,2,"unreliable","exp1a_s2_NG_u","NG","GN","N","G","G","N"
"fa65wyapf",9,16,"unreliable","exp1a_s16_PP_u","PP","GG","P","P","G","G"
"fa65wyapf",10,15,"unreliable","exp1a_s15_PN_u","PN","NG","P","N","N","G"
"fa65wyapf",11,3,"unreliable","exp1a_s3_NN_u","NN","NN","N","N","N","N"
"fa65wyapf",12,5,"unreliable","exp1a_s5_PG_u","PG","GG","P","G","G","G"
"fa65wyapf",13,10,"unreliable","exp1a_s10_GP_u","GP","GP","G","P","G","P"
"fa65wyapf",14,17,"unreliable","exp1a_s17_GG_u","GG","GN","G","G","G","N"
"fa65wyapf",15,18,"unreliable","exp1a_s18_GN_u","GN","GP","G","N","G","P"
"fa65wyapf",16,14,"unreliable","exp1a_s14_PG_u","PG","GN","P","G","G","N"
"fa65wyapf",17,7,"unreliable","exp1a_s7_PP_u","PP","GG","P","P","G","G"
"fa65wyapf",18,11,"unreliable","exp1a_s11_NG_u","NG","GN","N","G","G","N"
"ku69acypy",1,9,"unreliable","exp1a_s9_NP_u","NP","NN","N","P","N","N"
"ku69acypy",2,10,"unreliable","exp1a_s10_PG_u","PG","NN","P","G","N","N"
"ku69acypy",3,17,"unreliable","exp1a_s17_NN_u","NN","NN","N","N","N","N"
"ku69acypy",4,18,"unreliable","exp1a_s18_NP_u","NP","NG","N","P","N","G"
"ku69acypy",5,13,"unreliable","exp1a_s13_GG_u","GG","NN","G","G","N","N"
"ku69acypy",6,15,"unreliable","exp1a_s15_GP_u","GP","NN","G","P","N","N"
"ku69acypy",7,11,"unreliable","exp1a_s11_PN_u","PN","NN","P","N","N","N"
"ku69acypy",8,16,"unreliable","exp1a_s16_NG_u","NG","GN","N","G","G","N"
"ku69acypy",9,5,"unreliable","exp1a_s5_GN_u","GN","NN","G","N","N","N"
"ku69acypy",10,6,"unreliable","exp1a_s6_GP_u","GP","NN","G","P","N","N"
"ku69acypy",11,3,"unreliable","exp1a_s3_PP_u","PP","NN","P","P","N","N"
"ku69acypy",12,14,"unreliable","exp1a_s14_GN_u","GN","GN","G","N","G","N"
"ku69acypy",13,2,"unreliable","exp1a_s2_PN_u","PN","GN","P","N","G","N"
"ku69acypy",14,1,"unreliable","exp1a_s1_PG_u","PG","NG","P","G","N","G"
"ku69acypy",15,7,"unreliable","exp1a_s7_NG_u","NG","NG","N","G","N","G"
"ku69acypy",16,12,"unreliable","exp1a_s12_PP_u","PP","NN","P","P","N","N"
"ku69acypy",17,8,"unreliable","exp1a_s8_NN_u","NN","NG","N","N","N","G"
"ku69acypy",18,4,"unreliable","exp1a_s4_GG_u","GG","GN","G","G","G","N"
"zzagccopu",1,18,"unreliable","exp1a_s18_NP_u","NP","PP","N","P","P","P"
"zzagccopu",2,11,"unreliable","exp1a_s11_PN_u","PN","NP","P","N","N","P"
"zzagccopu",3,1,"unreliable","exp1a_s1_PG_u","PG","NG","P","G","N","G"
"zzagccopu",4,2,"unreliable","exp1a_s2_PN_u","PN","NN","P","N","N","N"
"zzagccopu",5,8,"unreliable","exp1a_s8_NN_u","NN","NN","N","N","N","N"
"zzagccopu",6,5,"unreliable","exp1a_s5_GN_u","GN","NN","G","N","N","N"
"zzagccopu",7,16,"unreliable","exp1a_s16_NG_u","NG","NG","N","G","N","G"
"zzagccopu",8,17,"unreliable","exp1a_s17_NN_u","NN","PN","N","N","P","N"
"zzagccopu",9,7,"unreliable","exp1a_s7_NG_u","NG","NN","N","G","N","N"
"zzagccopu",10,14,"unreliable","exp1a_s14_GN_u","GN","PP","G","N","P","P"
"zzagccopu",11,9,"unreliable","exp1a_s9_NP_u","NP","NN","N","P","N","N"
"zzagccopu",12,4,"unreliable","exp1a_s4_GG_u","GG","PG","G","G","P","G"
"zzagccopu",13,12,"unreliable","exp1a_s12_PP_u","PP","NN","P","P","N","N"
"zzagccopu",14,10,"unreliable","exp1a_s10_PG_u","PG","NG","P","G","N","G"
"zzagccopu",15,15,"unreliable","exp1a_s15_GP_u","GP","PP","G","P","P","P"
"zzagccopu",16,13,"unreliable","exp1a_s13_GG_u","GG","GG","G","G","G","G"
"zzagccopu",17,3,"unreliable","exp1a_s3_PP_u","PP","PP","P","P","P","P"
"zzagccopu",18,6,"unreliable","exp1a_s6_GP_u","GP","PG","G","P","P","G"
"7yanvwrpa",1,8,"unreliable","exp1a_s8_NP_u","NP","NP","N","P","N","P"
"7yanvwrpa",2,18,"unreliable","exp1a_s18_PG_u","PG","NG","P","G","N","G"
"7yanvwrpa",3,14,"unreliable","exp1a_s14_GP_u","GP","GP","G","P","G","P"
"7yanvwrpa",4,16,"unreliable","exp1a_s16_NN_u","NN","GN","N","N","G","N"
"7yanvwrpa",5,2,"unreliable","exp1a_s2_PP_u","PP","PP","P","P","P","P"
"7yanvwrpa",6,13,"unreliable","exp1a_s13_GN_u","GN","GN","G","N","G","N"
"7yanvwrpa",7,3,"unreliable","exp1a_s3_GG_u","GG","NG","G","G","N","G"
"7yanvwrpa",8,15,"unreliable","exp1a_s15_NG_u","NG","NG","N","G","N","G"
"7yanvwrpa",9,5,"unreliable","exp1a_s5_GP_u","GP","GP","G","P","G","P"
"7yanvwrpa",10,11,"unreliable","exp1a_s11_PP_u","PP","PP","P","P","P","P"
"7yanvwrpa",11,1,"unreliable","exp1a_s1_PN_u","PN","PN","P","N","P","N"
"7yanvwrpa",12,9,"unreliable","exp1a_s9_PG_u","PG","PG","P","G","P","G"
"7yanvwrpa",13,12,"unreliable","exp1a_s12_GG_u","GG","GG","G","G","G","G"
"7yanvwrpa",14,6,"unreliable","exp1a_s6_NG_u","NG","GG","N","G","G","G"
"7yanvwrpa",15,4,"unreliable","exp1a_s4_GN_u","GN","GN","G","N","G","N"
"7yanvwrpa",16,10,"unreliable","exp1a_s10_PN_u","PN","PN","P","N","P","N"
"7yanvwrpa",17,7,"unreliable","exp1a_s7_NN_u","NN","NG","N","N","N","G"
"7yanvwrpa",18,17,"unreliable","exp1a_s17_NP_u","NP","GP","N","P","G","P"
"x96fkywm6",1,15,"reliable","exp1a_s15_GP_r","GP","GP","G","P","G","P"
"x96fkywm6",2,12,"reliable","exp1a_s12_PP_r","PP","PP","P","P","P","P"
"x96fkywm6",3,1,"reliable","exp1a_s1_PG_r","PG","PG","P","G","P","G"
"x96fkywm6",4,13,"reliable","exp1a_s13_GG_r","GG","GG","G","G","G","G"
"x96fkywm6",5,8,"reliable","exp1a_s8_NN_r","NN","NN","N","N","N","N"
"x96fkywm6",6,10,"reliable","exp1a_s10_PG_r","PG","PG","P","G","P","G"
"x96fkywm6",7,11,"reliable","exp1a_s11_PN_r","PN","PN","P","N","P","N"
"x96fkywm6",8,9,"reliable","exp1a_s9_NP_r","NP","NP","N","P","N","P"
"x96fkywm6",9,16,"reliable","exp1a_s16_NG_r","NG","NG","N","G","N","G"
"x96fkywm6",10,18,"reliable","exp1a_s18_NP_r","NP","PN","N","P","P","N"
"x96fkywm6",11,6,"reliable","exp1a_s6_GP_r","GP","GP","G","P","G","P"
"x96fkywm6",12,3,"reliable","exp1a_s3_PP_r","PP","PP","P","P","P","P"
"x96fkywm6",13,2,"reliable","exp1a_s2_PN_r","PN","PN","P","N","P","N"
"x96fkywm6",14,17,"reliable","exp1a_s17_NN_r","NN","NN","N","N","N","N"
"x96fkywm6",15,5,"reliable","exp1a_s5_GN_r","GN","GN","G","N","G","N"
"x96fkywm6",16,7,"reliable","exp1a_s7_NG_r","NG","NG","N","G","N","G"
"x96fkywm6",17,4,"reliable","exp1a_s4_GG_r","GG","NG","G","G","N","G"
"x96fkywm6",18,14,"reliable","exp1a_s14_GN_r","GN","GN","G","N","G","N"
"nwak3i0mm",1,2,"reliable","exp1a_s2_GP_r","GP","NN","G","P","N","N"
"nwak3i0mm",2,15,"reliable","exp1a_s15_PG_r","PG","PG","P","G","P","G"
"nwak3i0mm",3,1,"reliable","exp1a_s1_GN_r","GN","GN","G","N","G","N"
"nwak3i0mm",4,3,"reliable","exp1a_s3_NG_r","NG","NG","N","G","N","G"
"nwak3i0mm",5,18,"reliable","exp1a_s18_GG_r","GG","NG","G","G","N","G"
"nwak3i0mm",6,4,"reliable","exp1a_s4_NN_r","NN","NN","N","N","N","N"
"nwak3i0mm",7,14,"reliable","exp1a_s14_NP_r","NP","NP","N","P","N","P"
"nwak3i0mm",8,13,"reliable","exp1a_s13_NN_r","NN","NN","N","N","N","N"
"nwak3i0mm",9,8,"reliable","exp1a_s8_PP_r","PP","PP","P","P","P","P"
"nwak3i0mm",10,9,"reliable","exp1a_s9_GG_r","GG","GG","G","G","G","G"
"nwak3i0mm",11,6,"reliable","exp1a_s6_PG_r","PG","PG","P","G","P","G"
"nwak3i0mm",12,16,"reliable","exp1a_s16_PN_r","PN","PN","P","N","P","N"
"nwak3i0mm",13,11,"reliable","exp1a_s11_GP_r","GP","GP","G","P","G","P"
